Name,Status,Protocol,Vendor,Device Type,Supported products,Installed version,Available version,Nodes in use,Fault license,Performance license,Last modified
"cisco-asr5000","Available","Snmp","Cisco Systems, Inc","Gateway","Cisco ASR 5000","","6.0.10","0","","",""
"cisco-asr9000","Available","Snmp","Cisco Systems, Inc","Router","Cisco ASR 9000","","6.0.10","0","","",""
"cisco-asr901","Available","Snmp","Cisco Systems, Inc","Router","Cisco ASR 901 Series Aggregation Services Router","","6.0.10","0","","",""
"cisco-asr903","Available","Snmp","Cisco Systems, Inc","Router","Cisco-asr903","","6.0.10","0","","",""
"cisco-asr9900","Available","Snmp","Cisco Systems, Inc","Router","Cisco ASR 9900","","6.0.10","0","","",""
"cisco-bac","Available","Snmp","Cisco Systems,Inc","Server","Broadband Access Center","","6.0.10","0","","",""
"cisco-bts10200","Available","Snmp","Cisco Systems, Inc","Switch","BTS10200","","6.0.10","0","","",""
"cisco-callmanager","Available","Snmp","Cisco Systems, Inc","IP_PBX","Cisco CallManager","","6.0.10","0","","",""
"cisco-cat4500e","Available","Snmp","Cisco Systems, Inc","Switch","Cisco-cat4500e","","6.0.10","0","","",""
"cisco-cbr8","Available","Snmp","Cisco","Router","Cisco-cbr8","","6.0.10","0","","",""
"cisco-cmc","Available","Snmp","Cisco Systems, Inc","Gateway","Cisco CMC","","6.0.10","0","","",""
"cisco-continuum-dqa","Available","Snmp","Cisco Systems, Inc","Unknown","continuum-dqa","","6.0.10","0","","",""
"cisco-crs-16s","Available","Snmp","CISCO","Router","Cisco CRS-16s Line Card Chassis Carrier Router","","6.0.10","0","","",""
"cisco-csr1000v","Available","Snmp","CISCO","Unknown","thunder 3030s","","6.0.10","0","","",""
"cisco-d9850","Available","Snmp","Cisco","Unknown","Cisco-d9850","","6.0.10","0","","",""
"cisco-d9859","Available","Snmp","Cisco","Unknown","","","0","0","","",""
"cisco-dcm-9900","Available","Snmp","Cisco Systems, Inc","Video Processor","Cisco DCM 9900 Video Processor","","6.0.10","0","","",""
"cisco-emta","Available","Snmp","Cisco Systems, Inc","MTA","emta","","6.0.10","0","","",""
"cisco-generic","Installed","Snmp","Cisco Systems, Inc","Switch","Cisco Generic","6.0.13","6.0.13","0","disabled","disabled","Wed Jun 28 22:34:15 EDT 2017"
"cisco-isr-2911","Available","Snmp","Cisco Systems, Inc","Router","Cisco 2911 Integrated Services Router","","6.0.10","0","","",""
"cisco-isr-800","Available","Snmp","Cisco Systems, Inc","Router","Cisco 800 Series Integrated Services Router","","6.0.10","0","","",""
"cisco-isr2900","Available","Snmp","Cisco Systems, Inc","Router","Cisco 2900 Series Integrated Services Router","","6.0.10","0","","",""
"cisco-me-1200","Available","Snmp","Cisco Systems, Inc","Switch","SWITCH","","6.0.10","0","","",""
"cisco-me-3400","Installed","Snmp","Cisco Systems, Inc","Switch","Cisco ME 3400","6.0.11","6.0.11","0","enabled","enabled","Wed Jun 28 22:35:28 EDT 2017"
"cisco-me-3600","Available","Snmp","Cisco Systems, Inc","Switch","Cisco ME 3600","","6.0.11","0","","",""
"cisco-mgx-8880","Available","Snmp","Cisco Systems, Inc","Switch","MGX-8880","","6.0.10","0","","",""
"cisco-modem-epc2325","Available","Snmp","Cisco","Cable Modem","Cisco EPC2325","","6.0.10","0","","",""
"cisco-modem-epc2425","Available","Snmp","Cisco","Cable Modem","Cisco EPC2425","","6.0.10","0","","",""
"cisco-modem-epc3925","Available","Snmp","Cisco","Cable Modem","Cisco EPC3925","","6.0.10","0","","",""
"cisco-network-registrar","Available","Snmp","Cisco","Server","Cisco Network Registrar","","6.0.10","0","","",""
"cisco-nexus-2248tp","Available","Snmp","Cisco Systems, Inc","Switch","Cisco-Nexus-2248tp","","6.0.10","0","","",""
"cisco-nexus-5548up","Available","Snmp","Cisco Systems, Inc","Switch","Cisco-Nexus-5548up","","6.0.10","0","","",""
"cisco-nexus-5596up","Available","Snmp","Cisco Systems, Inc","Switch","Cisco-Nexus-5596up","","6.0.10","0","","",""
"cisco-nexus-7000","Available","Snmp","Cisco Systems, Inc","Switch","Cisco-nexus-7000","","6.0.10","0","","",""
"cisco-nexus-9300","Available","Snmp","Cisco Systems, Inc","Switch","cisco-nexus-9300","","6.0.10","0","","",""
"cisco-ons15310","Available","Tl1","Cisco Systems, Inc","MSPP","ONS15310CL","","6.0.12","0","","",""
"cisco-ons15327","Available","Tl1","Cisco Systems, Inc","MSPP","ONS15327","","6.0.12","0","","",""
"cisco-ons15454-ml","Available","Snmp","Cisco Systems, Inc","MSPP","ONS15454-ML","","6.0.12","0","","",""
"cisco-ons15454-v9.6","Available","Tl1","Cisco Systems, Inc","MSPP","ONS15454","","6.0.12","0","","",""
"cisco-ons15454","Available","Tl1","Cisco Systems, Inc","MSPP","ONS15454","","6.0.12","0","","",""
"cisco-ons15455","Available","Tl1","Cisco Systems, Inc","MSPP","ONS15455","","6.0.12","0","","",""
"cisco-ons15600","Available","Tl1","Cisco Systems, Inc","MSPP","ONS15600","","6.0.12","0","","",""
"cisco-pixfirewall-501","Available","Snmp","Cisco Systems, Inc","Firewall","Cisco PIXfirewall 501","","6.0.10","0","","",""
"cisco-pixfirewall-506e","Available","Snmp","Cisco Systems, Inc","Firewall","Cisco PIXfirewall 506 E","","6.0.10","0","","",""
"cisco-pixfirewall-515e","Available","Snmp","Cisco Systems, Inc","Firewall","Cisco PIXfirewall 515 E","","6.0.10","0","","",""
"cisco-powervu","Available","Snmp","Cisco Systems, Inc","DTV Receiver","Cisco Power vu","","6.0.10","0","","",""
"cisco-prime-access-registrar","Available","Snmp","Cisco Systems, Inc","Server","Cisco Prime Access Registrar","","6.0.10","0","","",""
"cisco-prisma","Available","Snmp","Cisco Systems, Inc","Video Platform","Prisma II Video Platform","","6.0.10","0","","",""
"cisco-rfgw10","Available","Snmp","Cisco Systems,Inc","Gateway","Gateway","","6.0.10","0","","",""
"cisco-sg300","Available","Snmp","Cisco Systems, Inc","Switch","Cisco SG300 Switch","","6.0.10","0","","",""
"cisco-syslog","Available","Ascii","Cisco Systems, Inc","Server","Cisco SYSLOG","","6.0.10","0","","",""
"cisco-ubr-7223","Available","Snmp","Cisco Systems, Inc","CMTS","Cisco UBR 7223","","6.0.10","0","","",""
"cisco-ubr-7246-vxr","Available","Snmp","Cisco Systems, Inc","CMTS","Cisco UBR 7246 VXR","","6.0.10","0","","",""
"cisco-ubr-7246","Available","Snmp","Cisco Systems, Inc","CMTS","Cisco UBR 7246","","6.0.10","0","","",""
"cisco-unity","Available","Snmp","Cisco Systems, Inc","Collaboration Server","Unity","","6.0.10","0","","",""
"cisco-vpn-3000","Available","Snmp","Cisco Systems, Inc","VPN","Cisco 3000 VPN Concentrator","","6.0.10","0","","",""
"cisco-ws-c2924-xl","Available","Snmp","Cisco Systems, Inc","Switch","WS-C2924-XL","","6.0.10","0","","",""
"cisco2501-router","Available","Snmp","Cisco Systems, Inc","Router","2501","","6.0.10","0","","",""
"cisco7204VXR-router","Available","Snmp","Cisco Systems, Inc","Router","7204VXR","","6.0.10","0","","",""
"cisco7206VXR-router","Available","Snmp","Cisco Systems, Inc","Router","7206VXR","","6.0.10","0","","",""
"colubris-map","Available","Snmp","Colubris Networks","Access Point","MAP","","6.0.10","0","","",""
"colubris-msc-3000","Available","Snmp","Colubris Networks","Access Point","MSC 3000","","6.0.10","0","","",""
"colubris-msc-5000","Available","Snmp","Colubris Networks","Service Controller","MSC 5000","","6.0.10","0","","",""
"comverse","Available","Snmp","COMVERSE","Unknown","","","6.0.10","0","","",""
"coriant-dnx","Available","Snmp","Coriant","Unknown","coriant-dnx","","6.0.10","0","","",""
"cyan-cyms","Available","Tl1","Cyan Optics","MSPP","CYMS","","6.0.10","0","","",""
"cyan-z33","Available","Snmp","cyan","Unknown","cyan","","6.0.10","0","","",""
"d-link-des-3226l","Available","Snmp","D-LINK","Switch","DES-3226L SWITCH","","6.0.10","0","","",""
"dantel-pointmaster-eagle","Available","Snmp","Dantel","Unknown","PointMaster","","6.0.10","0","","",""
"dantel-webmon","Available","Snmp","Dantel Inc.","Manager","WEBMON MATRIX","","6.0.10","0","","",""
"dataprobe-ipio-8-v2","Available","Snmp","Dataprobe Inc.","Unknown","iPIO-8","","6.0.10","0","","",""
"dataprobe-ipio-8","Available","Snmp","Dataprobe Inc.","Unknown","iPIO-8","","6.0.10","0","","",""
"dell-5324","Available","Snmp","Dell PowerConnect,Inc","Switch","Dell PowerConnect 5324","","6.0.10","0","","",""
"dell-equallogic-san","Available","Snmp","DELL EqualLogic, Inc.","SAN","PS Series SAN Equipment","","6.0.10","0","","",""
"dell-openmanager","Available","Snmp","Dell","Manager","OpenManage Server Administrator","","6.0.10","0","","",""
"dell-powerconnect","Available","Snmp","DELL EqualLogic, Inc.","Switch","PowerConnect","","6.0.10","0","","",""
"dell-poweredge-2850","Available","Snmp","DELL EqualLogic, Inc.","Server","PowerEdge-2850","","6.0.10","0","","",""
"dell-rac","Available","Snmp","DELL EqualLogic, Inc.","Unknown","IDRAC","","6.0.10","0","","",""
"des-3226l","Available","Snmp","D-LINK","Switch","DES-3226L SWITCH","","6.0.10","0","","",""
"doc3.0-cisco-cbr8","Available","Snmp","Cisco","CMTS","Cisco-cbr8","","6.0.10","0","","",""
"docs3.0-arris-c4","Available","Snmp","ARRIS","CMTS","ARRIS C4 CMTS","","6.0.10","0","","",""
"docs3.0-arris-modem","Available","Snmp","ARRIS","Cable Modem","Arris Modem","","6.0.10","0","","",""
"docs3.0-cisco-7100","Available","Snmp","Cisco Systems, Inc","CMTS","Cisco CMTS Universal Broadband Router 7100 series","","6.0.10","0","","",""
"docs3.0-cisco-7225","Available","Snmp","Cisco Systems, Inc","CMTS","Cisco 7225 Router","","6.0.10","0","","",""
"docs3.0-cisco-modem-epc2325","Available","Snmp","Cisco","Cable Modem","Cisco EPC2325","","6.0.10","0","","",""
"docs3.0-cisco-modem-epc2425","Available","Snmp","Cisco","Cable Modem","Cisco EPC2425","","6.0.10","0","","",""
"docs3.0-cisco-modem-epc3925","Available","Snmp","Cisco","Cable Modem","Cisco EPC3925","","6.0.10","0","","",""
"docs3.0-cisco-ubr-10012","Available","Snmp","Cisco Systems, Inc","CMTS","Cisco UBR 10012","","6.0.10","0","","",""
"docs3.0-cisco-ubr-7223","Available","Snmp","Cisco Systems, Inc","CMTS","Cisco UBR 7223","","6.0.10","0","","",""
"docs3.0-cisco-ubr-7246-vxr","Available","Snmp","Cisco Systems, Inc","CMTS","Cisco UBR 7246 VXR","","6.0.10","0","","",""
"docs3.0-cisco-ubr-7246","Available","Snmp","Cisco Systems, Inc","CMTS","Cisco UBR 7246","","6.0.10","0","","",""
"docs3.0-motorola-bsr-64000","Available","Snmp","Motorola","CMTS","Motorola BSR 64000","","6.0.10","0","","",""
"docs3.0-motorola-dsr","Available","Snmp","Motorola","CMTS","Motorola DSR series receivers","","6.0.10","0","","",""
"docs3.0-motorola-modem-sb5101n","Available","Snmp","Motorola","Cable Modem","Motorola SB5101N","","6.0.10","0","","",""
"docs3.0-motorola-modem-sb5101ne","Available","Snmp","Motorola","Cable Modem","Motorola SB5101NE","","6.0.10","0","","",""
"docs3.0-motorola-modem","Available","Snmp","Motorola","Cable Modem","Motorola Modem","","6.0.10","0","","",""
"docs3.0-technicolor-modem","Available","Snmp","Technicolor","Cable Modem","Technicolor TC7200","","6.0.10","0","","",""
"docs3.0-thomson-modem-tcw750-4","Available","Snmp","Thomson","Cable Modem","Thomson TCW750-4","","6.0.10","0","","",""
"docs3.0-thomson-modem-tcw770","Available","Snmp","Thomson","Cable Modem","Thomson TCW770","","6.0.10","0","","",""
"docs3.0-thomson-modem-tcw850-4","Available","Snmp","Thomson","Cable Modem","Thomson TCW850-4","","6.0.10","0","","",""
"docs3.0-thomson-modem","Available","Snmp","Thomson","Cable Modem","Thomson Modem","","6.0.10","0","","",""
"dps-ng420","Available","Snmp","DPS Telecom","Unknown","DPS Telecom NetGuardian 420","","6.0.10","0","","",""
"dps-ng480","Available","Snmp","DPS Telecom","Unknown","DPS Telecom NetGuardian 480","","6.0.10","0","","",""
"dps-ng832a","Available","Snmp","DPS Telecom","Unknown","DPS Telecom NetGuardian 832A","","6.0.10","0","","",""
"dragonwave-horizon-compact","Available","Snmp","Dragonwave","Microwave Radio","Horizon Compact","","6.0.10","0","","",""
"dragonwave-horizon-quantum","Available","Snmp","Dragonwave Inc","Microwave Radio","MICROWAVE_RADIO","","6.0.10","0","","",""
"eastern-research-dacs","Available","Snmp","Eastern Research, Inc","DCS","Eastern Research DACS","","6.0.10","0","","",""
"eaton-powerware-9155","Available","Snmp","Eaton","UPS","Powerware-9155","","6.0.10","0","","",""
"eaton-powerxpertcard-ups","Available","Snmp","Eaton","UPS","PowerXpertUps","","6.0.10","0","","",""
"eci-9700","Available","Snmp","ECI Telecom","Router","ECI-9700 series","","6.0.10","0","","",""
"eci-st200","Available","Snmp","ECI Telecom","Router","ECI-ST200","","6.0.10","0","","",""
"eci-st50","Available","Snmp","ECI Telecom","Router","ECI-ST50","","6.0.10","0","","",""
"ekinops-c200hc","Available","Snmp","Ekinops","Unknown","Ekinops C200HC","","6.0.10","0","","",""
"electroline-dht-transponder","Available","Snmp","Electroline","Unknown","Electroline DHT Transponder","","6.0.10","0","","",""
"eltekhe-fp","Available","Snmp","eltek","Unknown","powersystem","","6.0.10","0","","",""
"ericsson-ecn320","Available","Snmp","Ericsson","Switch","ECN320","","6.0.10","0","","",""
"ericsson-ecn330","Available","Snmp","Ericsson","Switch","ECN330","","6.0.10","0","","",""
"ericsson-edn312p","Available","Snmp","Ericsson","DSLAM","EDN312P","","6.0.10","0","","",""
"ericsson-edn312xp","Available","Snmp","Ericsson","DSLAM","EDN312XP","","6.0.10","0","","",""
"ericsson-edn612","Available","Snmp","Ericsson","DSLAM","EDN612","","6.0.10","0","","",""
"ericsson-epn212","Available","Snmp","Ericsson","Unknown","EPN212","","6.0.10","0","","",""
"ericsson-esn108","Available","Snmp","Ericsson","Switch","ESN108","","6.0.10","0","","",""
"ericsson-esn212","Available","Snmp","Ericsson","Switch","ESN212","","6.0.10","0","","",""
"ericsson-esn410","Available","Snmp","Ericsson","Switch","ESN410","","6.0.10","0","","",""
"ericsson-evr","Available","Snmp","Ericsson","Virtual Machine","EVR","","6.0.10","0","","",""
"ericsson-exn104","Available","Snmp","Ericsson","Unknown","EXN104","","6.0.10","0","","",""
"ericsson-ggsn","Available","Snmp","Ericsson","Router","GGSN","","6.0.10","0","","",""
"ericsson-rx8300","Available","Snmp","Ericsson Rx8320-Rx8330","Unknown","Ericsson Rx8320-Rx8330","","6.0.10","0","","",""
"ericsson-se600","Available","Snmp","Ericsson","Router","SE600","","6.0.10","0","","",""
"ericsson-se800","Available","Snmp","Ericsson","Router","SE800","","6.0.10","0","","",""
"ericsson-sgsn","Available","Snmp","Ericsson","Agent","SGSN","","6.0.10","0","","",""
"evertz-7800","Available","Snmp","Evertz","Unknown","evertz-fc","","6.0.10","0","","",""
"extreme-blackdiamond-10808","Available","Snmp","Extreme Networks, Inc.","Switch","BlackDiamond 10808","","6.0.10","0","","",""
"extreme-blackdiamond-12000","Available","Snmp","Extreme Networks, Inc.","Switch","BlackDiamond 12000","","6.0.10","0","","",""
"extreme-blackdiamond-20800","Available","Snmp","Extreme Networks, Inc.","Switch","BlackDiamond 20800","","6.0.10","0","","",""
"extreme-blackdiamond-8800","Available","Snmp","Extreme Networks, Inc.","Switch","BlackDiamond 8800","","6.0.10","0","","",""
"extreme-summit-x150","Available","Snmp","Extreme Networks, Inc.","Switch","Summit x150","","6.0.10","0","","",""
"extreme-summit-x200","Available","Snmp","Extreme Networks, Inc.","Switch","Summit x200","","6.0.10","0","","",""
"extreme-summit-x24","Available","Snmp","Extreme Networks, Inc.","Switch","Summit x24","","6.0.10","0","","",""
"extreme-summit-x250","Available","Snmp","Extreme Networks, Inc.","Switch","Summit x250","","6.0.10","0","","",""
"extreme-summit-x300","Available","Snmp","Extreme Networks, Inc.","Switch","Summit x300","","6.0.10","0","","",""
"extreme-summit-x350","Available","Snmp","Extreme Networks, Inc.","Switch","Summit x350","","6.0.10","0","","",""
"extreme-summit-x400","Available","Snmp","Extreme Networks, Inc.","Switch","Summit x400","","6.0.10","0","","",""
"extreme-summit-x430","Available","Snmp","Extreme Networks, Inc.","Switch","Summit x430","","6.0.10","0","","",""
"extreme-summit-x440","Available","Snmp","Extreme Networks, Inc.","Switch","Summit x440","","6.0.10","0","","",""
"extreme-summit-x450","Available","Snmp","Extreme Networks, Inc.","Switch","Summit x450","","6.0.10","0","","",""
"extreme-summit-x460","Available","Snmp","Extreme Networks, Inc.","Switch","Summit x460","","6.0.10","0","","",""
"extreme-summit-x48","Available","Snmp","Extreme Networks, Inc.","Switch","Summit x48","","6.0.10","0","","",""
"extreme-summit-x480","Available","Snmp","Extreme Networks, Inc.","Switch","Summit x480","","6.0.10","0","","",""
"extreme-summit-x5","Available","Snmp","Extreme Networks, Inc.","Switch","Summit x5","","6.0.10","0","","",""
"extreme-summit-x670","Available","Snmp","Extreme Networks, Inc.","Switch","Summit x670","","6.0.10","0","","",""
"f5-big-ip","Available","Snmp","F5","Load Balancer","BIG IP IP Load Balancer/Failover Manager","","6.0.10","0","","",""
"fieldserver-quickserver","Available","Snmp","FieldServer","Gateway","Fieldserver-Quickserver","","6.0.10","0","","",""
"force-inc-teleport","Available","Snmp","Force Inc","ONU","Force Inc L-Band3000","","6.0.10","0","","",""
"force10-s50v","Available","Snmp","FORCE10","Switch","force10-s50v","","6.0.10","0","","",""
"fortinet-fortigate","Installed","Snmp","FortiNet, Inc","Firewall","Fortinet Fortigate","6.0.13","6.0.13","1","enabled","enabled","Wed Jun 28 22:35:41 EDT 2017"
"foundry-bigiron-rx","Available","Snmp","Foundry Networks","Switch","Foundry BigIron RX Series","","6.0.10","0","","",""
"foundry-brocade-mlx","Available","Snmp","Foundry Networks","Router","Foundry Brocade MLX Series","","6.0.10","0","","",""
"foundry-fastiron-edge-448","Available","Snmp","Foundry Networks","Switch","Foundry FastIron Edge X Series","","6.0.10","0","","",""
"foundry-netiron-mlx-8","Available","Snmp","Foundry Networks","Router","Foundry NetIron MLX Series","","6.0.10","0","","",""
"foundry-netiron-xmr","Available","Snmp","Foundry Networks","Router","Foundry NetIron XMR Series","","6.0.10","0","","",""
"foundry-rx16","Available","Snmp","Foundry Networks","Switch","Foundry BigIron RX Series","","6.0.10","0","","",""
"foundry-rx4","Available","Snmp","Foundry Networks","","Foundry BigIron RX Series","","6.0.10","0","","",""
"foundry-rx8","Available","Snmp","Foundry Networks","Switch","Foundry BigIron RX Series","","6.0.10","0","","",""
"fujitsu-flashwave-4100","Available","Tl1","Fujitsu","MSPP","flashwave-4100","","6.0.11","0","","",""
"fujitsu-flashwave-4100es","Available","Tl1","Fujitsu","MSPP","flashwave-4100es","","6.0.11","0","","",""
"fujitsu-flashwave-4300","Available","Tl1","Fujitsu","ADM","flashwave-4300","","6.0.11","0","","",""
"fujitsu-flashwave-4500","Available","Tl1","Fujitsu","MSPP","4500,4100es,4100,4300,7120,7420,9500,9500-coe,cds","","6.0.11","0","","",""
"fujitsu-flashwave-5305","Available","Snmp","fujitsu","Unknown","FUJITSU-FLASHWAVE-5305","","6.0.11","0","","",""
"fujitsu-flashwave-5310","Available","Snmp","Fujitsu","Unknown","Flashwave-5310","","6.0.11","0","","",""
"fujitsu-flashwave-7120","Available","Tl1","Fujitsu","DWDM","FLASHWAVE_7120","","6.0.11","0","","",""
"fujitsu-flashwave-7420","Available","Snmp","Fujitsu","DWDM","flashwave-7420","","6.0.11","0","","",""
"fujitsu-flashwave-9500-coe","Available","Tl1","Fujitsu COE","ONU","flashwave-9500-coe","","6.0.11","0","","",""
"fujitsu-flashwave-9500-r9","Available","Tl1","Fujitsu","ONU","flashwave-9500","","6.0.11","0","","",""
"fujitsu-flashwave-9500","Available","Tl1","Fujitsu","ONU","flashwave-9500","","6.0.11","0","","",""
"fujitsu-flashwave-cds-r6","Available","Tl1","Fujitsu","ONU","flashwave-cds","","6.0.11","0","","",""
"fujitsu-flashwave-cds","Available","Tl1","Fujitsu","ONU","flashwave-cds","","6.0.11","0","","",""
"fujitsu-flexihaul","Available","Snmp","Fujitsu","Unknown","Fujitsu Flexihaul 8100,8300,8500","","6.0.10","0","","",""
"fujitsu-flm-150","Available","Tl1","Fujitsu","ADM","FLM","","6.0.10","0","","",""
"fujitsu-flm-2400","Available","Tl1","Fujitsu","ADM","FLM","","6.0.10","0","","",""
"fujitsu-flm-600","Available","Tl1","Fujitsu","ADM","FLM600","","6.0.10","0","","",""
"fujitsu-flm","Available","Tl1","Fujitsu","ADM","FLM","","6.0.10","0","","",""
"fujitsu-frx","Available","Snmp","FUJITSU","Unknown","FRX-3E","","6.0.10","0","","",""
"fujitsu-fw","Available","Tl1","Fujitsu","ADM","FlashWave","","6.0.10","0","","",""
"genband-g6","Available","Snmp","Genband","Gateway","Genband G6","","6.0.10","0","","",""
"generic-docsis-modem","Available","Snmp","UNKNOWN","Cable Modem","Generic DOCSIS Cable Modem","","6.0.10","0","","",""
"generic-docsis3.0-modem","Available","Snmp","UNKNOWN","Cable Modem","Generic DOCSIS 3.0 Cable Modem","","6.0.10","0","","",""
"generic-server","Available","Snmp","","Server","Generic Server","","6.0.10","0","","",""
"generic-snmp","Installed","Snmp","UNKNOWN","Unknown","Generic SNMP","6.0.10","6.0.10","0","enabled","enabled","Wed Jun 28 22:33:58 EDT 2017"
"harmonic-nsg-9000","Available","Snmp","Harmonic Inc","Unknown","NSG-9000","","6.0.10","0","","",""
"harmonic-promedia-2100","Available","Snmp","Harmonics","Unknown","Promedia","","6.0.10","0","","",""
"harmonic-prostream","Available","Snmp","Harmonic Inc","Video Platform","Prostream","","6.0.10","0","","",""
"harmonic-proview-7110","Available","Snmp","Harmonic Inc","Video Platform","proview-7110","","6.0.10","0","","",""
"harmonics-nmx","Available","Snmp","Harmonic Inc","Manager","NMX","","6.0.10","0","","",""
"hatteras-hn400","Available","Snmp","Hatteras Networks,Inc","Switch","HN400","","6.0.10","0","","",""
"hatteras-hn4000","Available","Snmp","Hattera Networks,Inc","Switch","Hatteras-HN4000","","6.0.10","0","","",""
"hp-laserjet","Available","Snmp","Hewlett Packard","Unknown","HP-Laserjet-1536dnf-MFP","","6.0.10","0","","",""
"hp-procurve-2512","Available","Snmp","Hewlett Packard","Switch","HP-ProCurve-2512 Switch","","6.0.10","0","","",""
"huawei-ar-160","Available","Snmp","Huawei","Router","Huawei AR-100 Series","","6.0.10","0","","",""
"huawei-cmc","Available","Snmp","Huawei","CMTS","SmartAX MA5800","","6.0.10","0","","",""
"huawei-cx600","Available","Snmp","Huawei","Router","cx600","","6.0.10","0","","",""
"huawei-m2000","Available","Corba","Huawei Technologies","Manager","Huawei M2000","","6.0.10","0","","",""
"huawei-ma5600t","Available","Snmp","Huawei Technologies","OLT","MA5600T","","6.0.10","0","","",""
"huawei-ma5633","Available","Snmp","huawei","CMTS","MA5633","","6.0.10","0","","",""
"huawei-ne40e","Available","Snmp","Huawei","Router","ne40e","","6.0.10","0","","",""
"huawei-onu-5600","Available","Snmp","Huawei Technologies","ONU","MA5616, MA5612, MA5622","","6.0.10","0","","",""
"huawei-optix-osn-3800","Available","Tl1","Huawei","MSPP","Optix OSN 3800","","6.0.10","0","","",""
"huawei-optix-osn-6800","Available","Tl1","Huawei","MSPP","Optix OSN 6800","","6.0.10","0","","",""
"huawei-u2000","Available","Corba","Huawei Technologies","Manager","Huawei U2000","","6.0.10","0","","",""
"ibm-as400","Available","Snmp","IBM","Server","AS/400","","6.0.10","0","","",""
"ibm-system-x3550","Available","Snmp","IBM","Manager","ibm system x3550","","6.0.10","0","","",""
"inca-4420","Available","Snmp","Inca Networks","Unknown","INCA-4420/4430","","6.0.10","0","","",""
"incognito-bcc","Available","Snmp","INCOGNITO","Unknown","BCC","","6.0.10","0","","",""
"ineoquest","Available","Snmp","IneoQuest Technologies, Inc","Manager","iVMS","","6.0.10","0","","",""
"infinera-atn","Installed","Snmp","Infinera","DWDM","ATN","6.0.11","6.0.11","0","enabled","enabled","Thu Jun 29 00:51:07 EDT 2017"
"infinera-dtn","Available","Tl1","Infinera","MUX","DTN","","6.0.12","0","","",""
"infoblox-250a","Available","Snmp","Infoblox, Inc.","Server","ib250a","","6.0.10","0","","",""
"infoblox-ib1050a","Available","Snmp","Infoblox, Inc.","Server","ib1050a,infloblox-1400,inflobox-1410","","6.0.10","0","","",""
"ipasolink","Available","Snmp","NEC","Microwave Radio","ipasolink","","6.0.10","0","","",""
"ipitek-msp10g","Available","Snmp","IPiTEK","Switch","IPiTEK MSP-10GE Ethernet Transporter","","6.0.10","0","","",""
"ironport-antispam-server","Available","Snmp","Cisco Systems,Inc","Server","ironport-antispam-server","","6.0.10","0","","",""
"itl-mon-950","Available","Snmp","ITL","Unknown","International Tower Lighting MON-950","","6.0.10","0","","",""
"jdsu-pathtrak-hcu200","Available","Snmp","JDSU","Server","Integrated ReturnPath Monitoring Module","","6.0.10","0","","",""
"juniper-erx","Available","Snmp","Juniper Networks","Router","ERX","","6.0.10","0","","",""
"juniper-ex2200","Available","Snmp","Juniper","Switch","EX2200","","6.0.10","0","","",""
"juniper-ex3200","Available","Snmp","Juniper Networks","Switch","EX3200","","6.0.10","0","","",""
"juniper-ex4200","Available","Snmp","Juniper Networks, Inc","Switch","Juniper EX4200 Switch","","6.0.10","0","","",""
